Lost Art ID;Hersteller/Künstler/Autor:in;Datierung;Beschreibung;namen_neu;Q_Nummer;lat0;long0;lat1;long1;lat2;long2;lat3;long3;lat4;long4;lat5;long5
623338;Barker G. / Barker T. [Künstler:in];1601/1930 [Zeitraum];Mann an Baum gelehnt im Wald.;Barker G  Barker T;;52.516667;13.383333;null;null;null;null;null;null;null;null;null;null
623339;Bonvin, François [Künstler:in];"1601/1930 [Zeitraum]
1837 [Datierung]";in Goldrahmen;François Bonvin;Q1357683;52.516667;13.383333;48.856666666;2.352222222;null;null;null;null;null;null;null;null
623345;Baisch, Hermann [Künstler:in];;Herbstliche Birken, gemischt mit Tannwald an einem Weiher. Naturstudie. Goldrahmen;Hermann Baisch;Q203661;52.516667;13.383333;null;null;null;null;null;null;null;null;null;null
623346;Bartels, Hans von [Künstler:in];;Die sich überstürzenden Wogen zerstieben am felsigen Strande.Möglicherweise auch Bleistift- oder Aquarellstudie. Holzrahmen;Hans von Bartels;Q475143;52.516667;13.383333;null;null;null;null;null;null;null;null;null;null
623348;Bompard, Maurice [Künstler:in];;Figuren in Gruppen und einzeln vor, von der Sonne beschienene, weißen Häuser. In der Mitte ein bepackter Esel.;Maurice Bompard;Q3300449;52.516667;13.383333;null;null;null;null;null;null;null;null;null;null
623350;Bough, Samuel [Künstler:in];;Romantische Gebirgslandschaft mit Fluss, englisch, in Goldrahmen;Samuel Bough;Q2218022;52.516667;13.383333;null;null;null;null;null;null;null;null;null;null
623351;Courtois, Jacques [Künstler:in];;derzeit keine weiteren Angaben verfügbar;Jacques Courtois;Q1366347;52.516667;13.383333;null;null;null;null;null;null;null;null;null;null
623352;Courtois, Jacques [Künstler:in];;Mit den Familien auf der Rast. Holzrahmen;Jacques Courtois;Q1366347;52.516667;13.383333;null;null;null;null;null;null;null;null;null;null
623357;Putz, Leo [Künstler:in];1907 [Datierung];"Bez. Unten rechts: ""Leo Putz 07""";Leo Putz;Q1818710;52.516667;13.383333;null;null;null;null;null;null;null;null;null;null
623358;Putz, Leo [Künstler:in];1903 (um) [Datierung];;Leo Putz;Q1818710;52.516667;13.383333;null;null;null;null;null;null;null;null;null;null
623365;Pissarro, Camille Jacob [Künstler:in];;derzeit keine weiteren Angaben verfügbar;Camille Jacob Pissarro;;52.516667;13.383333;null;null;null;null;null;null;null;null;null;null
623366;Martin, Henry [Künstler:in];;derzeit keine weiteren Angaben verfügbar;Henry Martin;Q3132941;52.516667;13.383333;null;null;null;null;null;null;null;null;null;null
623367;Lépine, Stanislas [Künstler:in];;derzeit keine weiteren Angaben verfügbar;Stanislas Lépine;Q1373489;52.516667;13.383333;48.856666666;2.352222222;null;null;null;null;null;null;null;null
623373;Lebourg [Künstler:in];;derzeit keine weiteren Angaben verfügbar;Lebourg;Q21012359;52.516667;13.383333;null;null;null;null;null;null;null;null;null;null
623374;Courbet, Gustave [Künstler:in];;derzeit keine weiteren Angaben verfügbar;Gustave Courbet;Q34618;52.516667;13.383333;48.856666666;2.352222222;47.105277777;6.143055555;null;null;null;null;null;null
616714;Kokoschka, Oskar [Hersteller/Künstler:in];1931 [Datierung];Bez. unten rechts: OK;Oskar Kokoschka;Q154260;52.516667;13.383333;53.0;-1.0;39.828175;-98.5795;50.0875;14.421388888;48.208333333;16.3725;null;null
619191;Renoir, Auguste [Hersteller/Künstler:in];1890 [Datierung];"signiert und datiert oben rechts ""Renoir. 90""";Auguste Renoir;Q12142552;52.516667;13.383333;null;null;null;null;null;null;null;null;null;null
620694;Signac, Paul [Hersteller/Künstler:in];1885 [Datierung];;Paul Signac;Q151573;52.516667;13.383333;51.45;3.583333333;51.92;4.48;52.499444444;5.0675;51.935;4.42944;null;null
622224;Kokoschka, Oskar [Hersteller/Künstler:in];1931 [Datierung];Bez. unten links: OK;Oskar Kokoschka;Q154260;52.516667;13.383333;53.0;-1.0;39.828175;-98.5795;50.0875;14.421388888;48.208333333;16.3725;null;null
622548;Utrillo, Maurice [Hersteller/Künstler:in];1937 [Datierung];derzeit keine weiteren Angaben verfügbar;Maurice Utrillo;Q108301;52.516667;13.383333;null;null;null;null;null;null;null;null;null;null
622591;Chagall, Marc [Hersteller/Künstler:in];1926 [Datierung];signiert;Marc Chagall;;52.516667;13.383333;null;null;null;null;null;null;null;null;null;null
625085;Adrion, Lucien [Hersteller/Künstler:in];1937 (vor) [Datierung];Das Bild zeigt eine belebte Straßenszene auf dem Boulevard Poissonnières in Paris. Ein Geländer und eine Laterne teilen die Ansicht in zwei Hälften: rechts strömen zahlreiche Menschen über den Gehweg, während sich links Autos die Straße entlang bewegen. Die Szenerie wird von hohen Gebäuden eingerahmt.In der unteren rechten Ecke ist das Bild mit „Adrion“ signiert.;Lucien Adrion;Q47310030;52.516667;13.383333;52.516666666;13.383333333;51.507222222;-0.1275;48.856666666;2.352222222;48.1375;11.575;48.573333333;7.752222222
625086;Adrion, Lucien [Hersteller/Künstler:in];1937 (vor) [Datierung];Das Bild ist mit „Adrion“ signiert.;Lucien Adrion;Q47310030;52.516667;13.383333;52.516666666;13.383333333;51.507222222;-0.1275;48.856666666;2.352222222;48.1375;11.575;48.573333333;7.752222222
625087;Adrion, Lucien [Hersteller/Künstler:in];1937 (vor) [Datierung];Das Bild ist mit „Adrion“ signiert.;Lucien Adrion;Q47310030;52.516667;13.383333;52.516666666;13.383333333;51.507222222;-0.1275;48.856666666;2.352222222;48.1375;11.575;48.573333333;7.752222222
625088;Adrion, Lucien [Hersteller/Künstler:in];1937 (vor) [Datierung];Das Bild ist mit „Adrion“ signiert.;Lucien Adrion;Q47310030;52.516667;13.383333;52.516666666;13.383333333;51.507222222;-0.1275;48.856666666;2.352222222;48.1375;11.575;48.573333333;7.752222222
625089;Liebermann, Max [Hersteller/Künstler:in];;Das Bild ist mit „M. Liebermann“ signiert.;Max Liebermann;Q158062;52.516667;13.383333;42.5;12.5;52.516666666;13.383333333;52.366666666;4.883333333;51.225555555;6.776666666;48.1375;11.575
629803;Pissarro, Camille Jacob [Hersteller/Künstler:in];1890 [Datierung];Das Bild zeigt eine Landschaftsszene mit einer Wiese im Vordergrund, auf der einige Kühe grasen. Eine Person scheint die Kühe zu hüten. Im Hintergrund erhebt sich eine Baumreihe, hinter der der Turm eines Gebäudes, möglicherweise einer Kirche, zu sehen ist. Die Farben sind dezent gehalten, mit einem sanften Himmel und natürlichem Licht.Das Bild ist unten links signiert: C. Pissarro. 1890;Camille Jacob Pissarro;;52.516667;13.383333;null;null;null;null;null;null;null;null;null;null
572471;Meldolla, Andrea, genannt Schiavone [Hersteller/Künstler:in];1563 [Datierung];Maria hält das Kind auf einem Tisch, während es der Priester staunend betrachtet. Joseph steht links und weitere Beobachter der Szene rechts.;;;52.516667;13.383333;null;null;null;null;null;null;null;null;null;null
572232;Hondekoeter, Melchior de [Hersteller/Künstler:in];;signiert. Ein Hahn wendet sich einer weißen Henne mit zerzausten Federn zu. Weitere aufgescheuchte weiße Hennen in der Nähe. Rechts eine Terrasse mit Pappeln, Rosen, einem Becken und weiteres Geflügel.;Melchior de Hondekoeter;;52.516667;13.383333;null;null;null;null;null;null;null;null;null;null
572271;Renoir, Auguste [Hersteller/Künstler:in];;Ein Haus an einem Teich, welcher von gelber Vegetation umschlossen wird, unter einem blauen Himmel.;Auguste Renoir;Q12142552;52.516667;13.383333;null;null;null;null;null;null;null;null;null;null
572272;Renoir, Auguste [Hersteller/Künstler:in];;Junges Mädchen mit blonden Haaren, sitzend hinter einem Tisch, an dem sie ein Kartenhaus baut.;Auguste Renoir;Q12142552;52.516667;13.383333;null;null;null;null;null;null;null;null;null;null
572243;Desmarées, Georges [Hersteller/Künstler:in];1750 [Datierung];Frau mit einem Strauß Blumen in der gepuderten Perücke, zwei Rosen sind auf der weißen Samtrobe befestigt. Eine blaue Armbinde fällt von der linken Schulter bis zur Taille.;Georges Desmarées;;52.516667;13.383333;null;null;null;null;null;null;null;null;null;null
572239;Luttichuys (Luttighuys), Simon [Hersteller/Künstler:in];;in einer Schale aus blauem Porzellan eine Orange, daneben ein Messer, ein kleines Brot und eine Orangenspalte;Simon Luttichuys Luttighuys;;52.516667;13.383333;null;null;null;null;null;null;null;null;null;null
572235;"Horemans, Jan Josef (1682) (?) [Hersteller/Künstler:in]
Horemans, Jan Josef (1714) (?) [Hersteller/Künstler:in]";;ungefähr zehn Personen in einem Garten eines Hauses. Ein Gast sitzt auf einer Tonne, hebt sein Glas. In der Nähe eine Frau, die ihn bewundert und eine Hand auf sein Knie gelegt hat.;;;52.516667;13.383333;null;null;null;null;null;null;null;null;null;null
622929;Monet, Claude Oscar [Künstler:in];1880 [Datierung];;Claude Oscar Monet;;52.516667;13.383333;null;null;null;null;null;null;null;null;null;null
622933;Bonvin, François [Künstler:in];;;François Bonvin;Q1357683;52.516667;13.383333;48.856666666;2.352222222;null;null;null;null;null;null;null;null
622934;Boucher, François [Künstler:in];;;François Boucher;Q180932;52.516667;13.383333;42.5;12.5;48.856666666;2.352222222;null;null;null;null;null;null
622935;Boucher, François [Künstler:in];;;François Boucher;Q180932;52.516667;13.383333;42.5;12.5;48.856666666;2.352222222;null;null;null;null;null;null
622936;Fournier [Künstler:in];;;Fournier;Q1440059;52.516667;13.383333;null;null;null;null;null;null;null;null;null;null
622937;Stevens, Alfred [Künstler:in];;;Alfred Stevens;Q773855;52.516667;13.383333;48.856666666;2.352222222;50.846666666;4.351666666;null;null;null;null;null;null
622950;Boucher, François [Künstler:in];;;François Boucher;Q180932;52.516667;13.383333;42.5;12.5;48.856666666;2.352222222;null;null;null;null;null;null
622952;Boucher, François [Künstler:in];;;François Boucher;Q180932;52.516667;13.383333;42.5;12.5;48.856666666;2.352222222;null;null;null;null;null;null
622953;Boucher, François [Künstler:in];;;François Boucher;Q180932;52.516667;13.383333;42.5;12.5;48.856666666;2.352222222;null;null;null;null;null;null
622954;Baudoin [Künstler:in];;;Baudoin;Q37517953;52.516667;13.383333;null;null;null;null;null;null;null;null;null;null
622955;Baudoin [Künstler:in];;;Baudoin;Q37517953;52.516667;13.383333;null;null;null;null;null;null;null;null;null;null
622956;Huet [Künstler:in];;;Huet;Q1903487;52.516667;13.383333;null;null;null;null;null;null;null;null;null;null
622957;Oudot, Roland [Künstler:in];;;Roland Oudot;Q3440199;52.516667;13.383333;null;null;null;null;null;null;null;null;null;null
622958;Greuze, Jean Baptiste [Künstler:in];;;Jean Baptiste Greuze;;52.516667;13.383333;null;null;null;null;null;null;null;null;null;null
622959;Robert, Hubert [Künstler:in];;;Hubert Robert;Q548205;52.516667;13.383333;48.856666666;2.352222222;41.893055555;12.482777777;null;null;null;null;null;null
622960;de Pisis [Künstler:in];;derzeit keine weiteren Angaben verfügbar;de Pisis;;52.516667;13.383333;null;null;null;null;null;null;null;null;null;null
622961;de Pisis [Künstler:in];;;de Pisis;;52.516667;13.383333;null;null;null;null;null;null;null;null;null;null
622962;Oudot, Roland [Künstler:in];;;Roland Oudot;Q3440199;52.516667;13.383333;null;null;null;null;null;null;null;null;null;null
626340;Cuyp, Aelbert (Nachahmer (?)) [Künstler:in];;derzeit keine weiteren Angaben verfügbar;Aelbert Nachahmer Cuyp (?);;52.516667;13.383333;null;null;null;null;null;null;null;null;null;null
626342;Dyck, Anton van [Künstler:in];;"Böhler: 683 van Dyck. Studienkopf eines nach rechts emporblickenden jugendlichen Mannes, in Schrägansicht von unten. Der Ausdruck des lockenumrahmten Gesichts ist pathetisch; der Mund ist leicht geöffnet. Leinwand, unten 2cm angestückt. Höhe 50cm, Breite 40 cm (ohne Anstückung). Ludwig Burchard urteilt darüber: „Der lebensgroße Kopf eines emporblickenden Mannes, Studie zu dem Johannes auf der Berliner Beweinung, ist meiner Ansicht nach ein sicheres Werk des Anton van Dyk aus der Zeit um 1630."" Tafel 73";Anton van Dyck;Q96943046;52.516667;13.383333;null;null;null;null;null;null;null;null;null;null
622451;Chéret, Jules (zugeschrieben) [Künstler:in];1890/1932 [Datierung];Tänzerin mit Hut und Fächer und kleiner Figur auf der rechten Seite;Jules Chéret (?);Q610202;52.516667;13.383333;null;null;null;null;null;null;null;null;null;null
622452;Monticelli, Adolphe Joseph Thomas (zugeschrieben) [Künstler:in];1850/1900 [Datierung];Vase mit Blumen auf einem Ständer mit dunklem Hintergrund;Adolphe Joseph Thomas Monticelli (?);Q1152965;52.516667;13.383333;null;null;null;null;null;null;null;null;null;null
622453;Williams (William Lewellin Williams ?) [Künstler:in];1701/1800 [Datierung];Heißluftballon rechts, mit einem Farn und Bäumen an der Seite;Williams William Lewellin Williams  (?);;52.516667;13.383333;null;null;null;null;null;null;null;null;null;null
622454;Moreau, Louis Gabriel (zugeschrieben) [Künstler:in];1701/1800 [Datierung];Fluss mit Bäumen auf der rechten und Felsen auf der linken Seite;Louis Gabriel Moreau (?);;52.516667;13.383333;null;null;null;null;null;null;null;null;null;null
622456;Canaletto, Antonio (zugeschrieben) [Künstler:in];1701/1800 [Datierung];Der Markusplatz;Antonio Canaletto (?);;52.516667;13.383333;null;null;null;null;null;null;null;null;null;null
622459;Wheatley, Francis (zugeschrieben) [Künstler:in];1750/1800 [Datierung];drei kleine Mädchen, eines in der Mitte stehend und zwei hockend mit einem Hund, englische Schule;Francis Wheatley (?);Q5482744;52.516667;13.383333;null;null;null;null;null;null;null;null;null;null
622462;Gainsborough, Thomas (zugeschrieben) [Künstler:in];1701/1800 [Datierung];ovales Leinwandporträt eines Mannes mit abgeschnittenem Scheitel;Thomas Gainsborough (?);Q192720;52.516667;13.383333;51.507222222;-0.1275;51.381388888;-2.359722222;52.059444444;1.155555555;52.0417;0.72815;null;null
622464;Wright, Thomas [Künstler:in];1790/1850 [Datierung];ovale Leinwand eines Mannes im Vordergrund mit weißem V-Ausschnitt;Thomas Wright;Q411912;52.516667;13.383333;null;null;null;null;null;null;null;null;null;null
622465;Opie, John (zugeschrieben) [Künstler:in];1750/1810 [Datierung];Frau auf der rechten Seite mit einem Kind auf der linken Seite;John Opie (?);Q2481088;52.516667;13.383333;51.507222222;-0.1275;null;null;null;null;null;null;null;null
622467;Berchem, Claes (zugeschrieben) [Künstler:in];1601/1700 [Datierung];Felsenlandschaft mit einem Mann auf einem weißen Pferd auf der rechten Seite;Claes Berchem (?);;52.516667;13.383333;null;null;null;null;null;null;null;null;null;null
622474;Neer, Aert van der (der Ältere) (zugeschrieben) [Künstler:in];1601/1700 [Datierung];bewaldete Landschaft mit nächtlicher Wasserstelle im Stil von Aert Van der Neer;Aert van der Neer the Elder (?);Q381801;52.516667;13.383333;52.366666666;4.883333333;51.830555555;4.974166666;null;null;null;null;null;null
622479;Lancret, Nicolas (zugeschrieben) [Künstler:in];1701/1800 [Datierung];derzeit keine weiteren Angaben verfügbar;Nicolas Lancret (?);Q188172;52.516667;13.383333;48.856666666;2.352222222;null;null;null;null;null;null;null;null
622486;Hoppner, John (zugeschrieben) [Künstler:in];1701/1800 [Datierung];derzeit keine weiteren Angaben verfügbar;John Hoppner (?);Q326066;52.516667;13.383333;53.0;-1.0;null;null;null;null;null;null;null;null
622497;Checa Sanz, Ulpiano (zugeschrieben) [Künstler:in];1801/1900 [Datierung];derzeit keine weiteren Angaben verfügbar;Ulpiano Checa Sanz (?);;52.516667;13.383333;null;null;null;null;null;null;null;null;null;null
628792;Springer, Elisabeth [Künstler:in];1928/1929 (ca.) [Datierung];derzeit keine weiteren Angaben verfügbar;Elisabeth Springer;;52.516667;13.383333;null;null;null;null;null;null;null;null;null;null
628793;Springer, Elisabeth [Künstler:in];1930 (ca.) [Datierung];;Elisabeth Springer;;52.516667;13.383333;null;null;null;null;null;null;null;null;null;null
623666;"Savery, Roelant [Künstler:in]
Coninxloo, Gillis van (3) (ehemals) [Künstler:in]";;signiert unten Mitte: R. SAVERY;;;52.516667;13.383333;null;null;null;null;null;null;null;null;null;null
623671;Gauguin, Paul [Künstler:in];1892 [Datierung];bezeichnet: MAU TAPORO / 92 Gauguin;Paul Gauguin;;52.516667;13.383333;null;null;null;null;null;null;null;null;null;null
623674;Cézanne, Paul [Künstler:in];1875/1876 [Datierung];;Paul Cézanne;Q35548;52.516667;13.383333;46.798562;8.231973;48.856666666;2.352222222;43.296666666;5.376388888;43.527777777;5.445555555;49.186944444;2.460833333
623675;Cézanne, Paul [Künstler:in];1888/1894 [Datierung];weitere Titel: La maison dans la forêt (Das Haus im Wald), La villa du bord de l'eau (Die Villa am Wasser), Maison au bord de la Marne, sur l'île Machefer (Haus am Ufer der Marne auf der Machefer-Insel), Z Fontainebleau;Paul Cézanne;Q35548;52.516667;13.383333;46.798562;8.231973;48.856666666;2.352222222;43.296666666;5.376388888;43.527777777;5.445555555;49.186944444;2.460833333
623698;Pissarro, Camille Jacob [Künstler:in];;;Camille Jacob Pissarro;;52.516667;13.383333;null;null;null;null;null;null;null;null;null;null
623699;Renoir, Auguste [Künstler:in];;Signiert unten links;Auguste Renoir;Q12142552;52.516667;13.383333;null;null;null;null;null;null;null;null;null;null
623700;Sisley, Alfred [Künstler:in];1882 [Datierung];;Alfred Sisley;Q175130;52.516667;13.383333;48.856666666;2.352222222;47.0;2.0;null;null;null;null;null;null
623701;Corot, Jean-Baptiste-Camille [Künstler:in];1855/1869 [Datierung];Signiert unten rechts;Jean-Baptiste-Camille Corot;;52.516667;13.383333;null;null;null;null;null;null;null;null;null;null
623702;Guillaumin, Armand [Künstler:in];;derzeit keine weiteren Angaben verfügbar;Armand Guillaumin;Q436844;52.516667;13.383333;null;null;null;null;null;null;null;null;null;null
623704;Jongkind, Johan Barthold [Künstler:in];1876 [Datierung];Signiert und datiert unten links: Jongkind 1876;Johan Bartholongkind the Younger;;52.516667;13.383333;null;null;null;null;null;null;null;null;null;null
623705;Renoir, Auguste [Künstler:in];1895 (um) [Datierung];Mit Widmung von Renoir;Auguste Renoir;Q12142552;52.516667;13.383333;null;null;null;null;null;null;null;null;null;null
623774;Rousseau, Théodore [Künstler:in];;"Gem. dem Auktionskatalog: ""Paysage. Waldinneres mit Quelle und Felsblock. Holz. G.R. Grösse 23 : 34 cm""";Théodore Rousseau;Q310025;52.516667;13.383333;null;null;null;null;null;null;null;null;null;null
629497;Sisley, Alfred [Künstler:in];1889 [Datierung];signiert unten links;Alfred Sisley;Q175130;52.516667;13.383333;48.856666666;2.352222222;47.0;2.0;null;null;null;null;null;null
629499;Matisse, Henri [Künstler:in];;Schlafzimmer mit geöffneter Balkontür. Bunte Tapete, rechts ein Bett, links Waschkommode und Tisch. Durch die offene Balkontür Blick in südliche Landschaft mit Meer. Signiert unten links;Henri Matisse;Q5589;52.516667;13.383333;40.712777777;-74.006111111;51.507222222;-0.1275;48.856666666;2.352222222;32.0;-6.0;43.269722222;6.638611111
622455;Hondekoeter, Melchior de (zugeschrieben) [Hersteller/Künstler:in];1601/1700 [Datierung];Stillleben mit Objekten und Architektur Teil von Los 94 (Satz von zwei Gemälden);Melchior de Hondekoeter (?);;52.516667;13.383333;null;null;null;null;null;null;null;null;null;null
622461;Hoppner, John (zugeschrieben) [Hersteller/Künstler:in];1750/1810 [Datierung];Frau in 3/4 langem Kleid mit Kopftuch;John Hoppner (?);Q326066;52.516667;13.383333;53.0;-1.0;null;null;null;null;null;null;null;null
622468;Hobbema, Meindert (zugeschrieben) [Hersteller/Künstler:in];1601/1700 [Datierung];große Landschaft mit Wassermühle, im Stil von Hobbema;Meindert Hobbema (?);Q336908;52.516667;13.383333;null;null;null;null;null;null;null;null;null;null
622469;Ruysdael, Salomon van (zugeschrieben) [Hersteller/Künstler:in];1601/1700 [Datierung];Landschaft mit einem Baum in der Mitte, Tiere;Salomon van Ruysdael (?);Q247005;52.516667;13.383333;52.380277777;4.640555555;null;null;null;null;null;null;null;null
622470;Ruysdael, Salomon van (zugeschrieben) [Hersteller/Künstler:in];1601/1701 [Datierung];bewaldetes Gebiet mit Bauern zu Pferd in der Nähe einer strohgedeckten Hütte, schlechter Zustand;Salomon van Ruysdael (?);Q247005;52.516667;13.383333;52.380277777;4.640555555;null;null;null;null;null;null;null;null
572267;Pissarro, Camille Jacob [Hersteller/Künstler:in];1903 [Datierung];Blick über die Seine mit Pont-Neuf und dem Louvre rechts im Hintergrund;Camille Jacob Pissarro;;52.516667;13.383333;null;null;null;null;null;null;null;null;null;null
572265;Pissarro, Camille Jacob [Hersteller/Künstler:in];1880 [Datierung];Mehrere Häuser in einem Tal, umgeben von Grashängen.;Camille Jacob Pissarro;;52.516667;13.383333;null;null;null;null;null;null;null;null;null;null
572274;Renoir, Auguste [Hersteller/Künstler:in];1906 [Datierung];Junge blonde Frau von vorne bis zur Taille. Die gesenkten Augen sind auf ihre Arbeit gerichtet. Auf ihrer Korsage sind die unterschiedlichsten Farben.;Auguste Renoir;Q12142552;52.516667;13.383333;null;null;null;null;null;null;null;null;null;null
572241;Maes, Nicolaes [Hersteller/Künstler:in];;Mann mit goldbraunen Haaren, Fliege und Oberlippenbart. Er trägt schwarze Kleidung und einen weißen Kragen.;Nicolaes Maes;Q505150;52.516667;13.383333;52.366666666;4.883333333;51.221111111;4.399722222;51.795833333;4.678333333;null;null;null;null
572266;Pissarro, Camille Jacob [Hersteller/Künstler:in];1882 [Datierung];"Eine Frau, stehend und im Profil gezeigt, ein Bein auf einem Spaten, seine Haare von einem roten Kopftuch bedeckt. Im Hintergrund des Gartens eine männliche Figur beim Blumen pflanzen. Signiert ""C Pissarro 82""";Camille Jacob Pissarro;;52.516667;13.383333;null;null;null;null;null;null;null;null;null;null
572279;Renoir, Auguste [Hersteller/Künstler:in];;mit einem farbigen Gesicht, ihr glattes schwarzes Haar, im Profil gesehen und bis zu den Schultern reichend, die nackt sind;Auguste Renoir;Q12142552;52.516667;13.383333;null;null;null;null;null;null;null;null;null;null
572215;Daumier, Honoré [Hersteller/Künstler:in];;Eine Frau mit blauem Rock trägt einen Säugling. Sie trifft eine andere Frau, welche einen nackten Jungen in den Händen hält.;Honoré Daumier;Q187506;52.516667;13.383333;48.856666666;2.352222222;null;null;null;null;null;null;null;null
572278;Renoir, Auguste [Hersteller/Künstler:in];;;Auguste Renoir;Q12142552;52.516667;13.383333;null;null;null;null;null;null;null;null;null;null
572242;Manet, Edouard [Hersteller/Künstler:in];;Gekleidet in einen grünen Mantel mit blauen velours und einem schwarzen Hut in dem eine Blume steckt, liest sie sitzend an einem Tisch.;Edouard Manet;Q47508408;52.516667;13.383333;null;null;null;null;null;null;null;null;null;null
572210;Courbet, Gustave [Hersteller/Künstler:in];1846 [Datierung];Mit einer Mütze mit Ohrenklappen. Sichtbar bis zu den Schultern.;Gustave Courbet;Q34618;52.516667;13.383333;48.856666666;2.352222222;47.105277777;6.143055555;null;null;null;null;null;null
577550;Pissarro, Camille Jacob [Hersteller/Künstler:in];1901 [Datierung];"Ausstellungen: 1907 Ausstellung Galerie Eugène Blot ""Camille Pissarro"", Nr. 18; 1914 Ausstellung Paris, Galerie Manzi-Joyant ""Exposition rétrospective d'oeuvres de Camille Pissarro"", Nr. 28; 1920 Ausstellung The Leicester Galleries, London ""Memorial Exhibition of the Works of Camille Pissarro"", Nr. 88; 1921 ausgestellt Paris, Galerie Nunès & Fiquet ""Exposition da la collection de Madame Veuve C. Pissarro"", Nr. 13; 1930 Ausstellung Musée de l'Orangerie des Tuileries, Paris ""Exposition du Centenaire de la naissance de Camille Pissarro"", Nr. 108 (Eigentümer: Jacques Bloch); 1937 Ausstellung Thomas Agnew & Son, London ""Paintings and Drawings by Camille Pissarro"", Nr. 1; 1979 Ausstellung Galerie Takashimaya, Yokohama und Tokyo ""Les Impressionistes à l'Ecole de Paris"", Nr. 5";Camille Jacob Pissarro;;52.516667;13.383333;null;null;null;null;null;null;null;null;null;null
572208;Corot, Jean-Baptiste-Camille [Hersteller/Künstler:in];;Eine Frau in einem rotem Kleid geht über eine Brücke an einer Wölbung. Dort ist auch eine große Fläche Wasser, welches ein Dorf durchfließt. Signiert;Jean-Baptiste-Camille Corot;;52.516667;13.383333;null;null;null;null;null;null;null;null;null;null
572280;Renoir, Auguste [Hersteller/Künstler:in];;Rosen in einer blaue Emailienvase.;Auguste Renoir;Q12142552;52.516667;13.383333;null;null;null;null;null;null;null;null;null;null
572289;Sisley, Alfred [Hersteller/Künstler:in];1885 [Datierung];Ein Dorf, dessen Häuser an einem Fluss stehen. Im Vordergrund eine Werft, in der ein Mann an einem Boot arbeitet. Über dem Fluss eine Brücke.;Alfred Sisley;Q175130;52.516667;13.383333;48.856666666;2.352222222;47.0;2.0;null;null;null;null;null;null
572227;Guillaumin, Armand [Hersteller/Künstler:in];1880 [Datierung];Das Wasser des Flusses spiegelt das Blau und Orange des Himmels. Rechts ein Haus der Insel Saint-louis. Hafenarbeiter mit nackten Oberkörpern entladen ein Schiff am Kai. Im Hintergrund die Brücke de Sully.;Armand Guillaumin;Q436844;52.516667;13.383333;null;null;null;null;null;null;null;null;null;null
572225;Gelder, Arent de [Hersteller/Künstler:in];1667 (unsicher) [Datierung];"Lächelnde Thamar in lachsfarbenem Kleid. Daneben Juda mit einem Mantel mit aufgesticktem Muster auf den Schultern und einer perlenbesetzten Haube. Signiert oben rechts ""A. de Gelder, 1667""";Arent de Gelder;Q19034;52.516667;13.383333;52.366666666;4.883333333;51.795833333;4.678333333;null;null;null;null;null;null
572220;Fantin-Latour, Henri [Hersteller/Künstler:in];;Eine rot gekleidete Frau, gesehen vom Rücken, sitzend, schräg, das Gesicht in das Licht haltend.;Henri Fantin-Latour;Q310715;52.516667;13.383333;51.507222222;-0.1275;48.856666666;2.352222222;null;null;null;null;null;null
572211;Courbet, Gustave [Hersteller/Künstler:in];1844 [Datierung];Ein Atelier eines Malers, in dem zwei Freunde Dame spielen. der rechte trägt eine karierte Hose. Der linke trägt grauen Filz.;Gustave Courbet;Q34618;52.516667;13.383333;48.856666666;2.352222222;47.105277777;6.143055555;null;null;null;null;null;null
572276;Renoir, Auguste [Hersteller/Künstler:in];;Auf ihrer Kleidung sitzend, die Arme aufgerichtet um die Haare zu richten sieht man ihren nackten Oberkörper.;Auguste Renoir;Q12142552;52.516667;13.383333;null;null;null;null;null;null;null;null;null;null
572282;Roghman, Roeland [Hersteller/Künstler:in];;Azurblauer Himmel und eine Berglandschaft im Hintergrund. Im Vordergrund große Bäume und einige Personen, die einem Weg folgen.;Roeland Roghman;;52.516667;13.383333;null;null;null;null;null;null;null;null;null;null
572277;Renoir, Auguste [Hersteller/Künstler:in];;Eine Fußgängerbrücke über Wasser, auf dem zwei Barken im Grün der Vegetation sind.;Auguste Renoir;Q12142552;52.516667;13.383333;null;null;null;null;null;null;null;null;null;null
572222;Flinck, Govert [Hersteller/Künstler:in];1660 [Datierung];Spitzenhaube in ihrem blonden, lockigen Haar. Sie trägt ein schwarzes Kostüm mit einer Brosche an der Brust. Außerdem eine große Halskrause mit glänzendem Verschluss und Manschetten mit Spitze;Govert Flinck;Q550401;52.516667;13.383333;52.366666666;4.883333333;51.79;6.14;53.2;5.783333333;null;null;null;null
572249;Millet, Jean Francois (1814) [Hersteller/Künstler:in];;Drei Mädchen mit weißen Hauben und blauen Blusen sind in einem Garten, in dem die Hausherrin sich zum Gemüse hinkniet. Ein Kind steht in der Tür, welches den Garten von einem Haus trennt. Ein kleines Haus mit rosenverdeckten Mauern.;Jean Francois Millet;;52.516667;13.383333;null;null;null;null;null;null;null;null;null;null
572288;Meldolla, Andrea, genannt Schiavone [Hersteller/Künstler:in];;Ein Engel geleitet das Kind Tobias und hält dieses an der Hand. Er führt dieses an Sträuchern vorbei. Im Hintergrund Himmel.;;;52.516667;13.383333;null;null;null;null;null;null;null;null;null;null
